,id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,versions,update_date,authors_parsed,publisher,published-print,published-online,reference-count,type,bibtex,subject,publication_type,field_of_study,refined_authors,refined_publication_title,resolved_venue,refined_venue,authors_with_gender,publication_year,journal_name,volume,issue,pages
71764,904.0554,Tomohiro Takahashi,Tomohiro Takahashi and Jiro Soda,Chiral Primordial Gravitational Waves from a Lifshitz Point,"4 pages,2 figures;v2:reference added; v3:reference added","Phys.Rev.Lett.102:231301,2009",10.1103/PhysRevLett.102.231301,,hep-th astro-ph.CO gr-qc hep-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 3 Apr 2009 11:47:18 GMT'}, {'version': 'v2', 'created': 'Fri, 10 Apr 2009 00:52:11 GMT'}, {'version': 'v3', 'created': 'Fri, 15 May 2009 08:38:32 GMT'}]",2009-08-12,"[['Takahashi', 'Tomohiro', ''], ['Soda', 'Jiro', '']]",,,,,,,,,Astronomy and Astrophysics,"Tomohiro Takahashi, Jiro Soda",Chiral Primordial Gravitational Waves from a Lifshitz Point,Unknown,Unknown,"Tomohiro Takahashi (unknown), Jiro Soda (unknown)",2009,Physical Review Letters,102,23,
25579,712.417,Al-Sakib Khan Pathan,"Al-Sakib Khan Pathan, Choong Seon Hong, Hyung-Woo Lee","Smartening the Environment using Wireless Sensor Networks in a
  Developing Country",5 pages,"Proceedings of 8th IEEE ICACT 2006, Volume I, February 20-22,
  Phoenix Park, Korea, 2006, pp. 705-709",10.1109/ICACT.2006.206063,,cs.NI,,"[{'version': 'v1', 'created': 'Thu, 27 Dec 2007 01:24:42 GMT'}]",2016-11-18,"[['Pathan', 'Al-Sakib Khan', ''], ['Hong', 'Choong Seon', ''], ['Lee', 'Hyung-Woo', '']]",,,,,,,,,Mathematics and Computer Science,"A.-S.K. Pathan, Choong Seon Hong, Hyung-Woo Lee",Smartening the environment using wireless sensor networks in a developing country,Unknown,Unknown,"A.-S.K. Pathan (unknown), Choong Seon Hong (unknown), Hyung-Woo Lee (unknown)",2006,2006 8th International Conference Advanced Communication Technology,,,
118381,1006.1731,Fuminobu Takahashi,"Alexander Kusenko, Fuminobu Takahashi, Tsutomu T. Yanagida",Dark Matter from Split Seesaw,"15 pages. v2: references added, a version accepted by PLB","Phys.Lett.B693:144-148,2010",10.1016/j.physletb.2010.08.031,IPMU 10-0095,hep-ph astro-ph.CO hep-th,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Wed, 9 Jun 2010 07:52:03 GMT'}, {'version': 'v2', 'created': 'Mon, 20 Sep 2010 13:02:02 GMT'}]",2014-11-21,"[['Kusenko', 'Alexander', ''], ['Takahashi', 'Fuminobu', ''], ['Yanagida', 'Tsutomu T.', '']]",,,,,,,,,Astronomy and Astrophysics,"Alexander Kusenko, Fuminobu Takahashi, Tsutomu T. Yanagida",Dark matter from split seesaw,Unknown,Unknown,"Alexander Kusenko (unknown), Fuminobu Takahashi (unknown), Tsutomu T. Yanagida (unknown)",2010,Physics Letters B,693,2,144-148
60252,812.2155,Vladimir Sergeichuk,"Vitalij M. Bondarenko, Tatiana G. Gerasimova, Vladimir V. Sergeichuk",Pairs of mutually annihilating operators,28 pages,Linear Algebra Appl. 430 (2009) 86-105,10.1016/j.laa.2008.06.038,,math.RT math.FA,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Thu, 11 Dec 2008 14:26:03 GMT'}]",2008-12-12,"[['Bondarenko', 'Vitalij M.', ''], ['Gerasimova', 'Tatiana G.', ''], ['Sergeichuk', 'Vladimir V.', '']]",,,,,,,,,Mathematics and Computer Science,"Vitalij M. Bondarenko, Tatiana G. Gerasimova, Vladimir V. Sergeichuk",Pairs of mutually annihilating operators,Unknown,Unknown,"Vitalij M. Bondarenko (unknown), Tatiana G. Gerasimova (unknown), Vladimir V. Sergeichuk (unknown)",2009,Linear Algebra and its Applications,430,1,86-105
108071,1003.2013,Akimasa Kitajima,Akimasa Kitajima and Yukito Iba,"Multicanonical Sampling of Rare Trajectories in Chaotic Dynamical
  Systems","4pages, 2 figures accepted to CCP 2009 full paper",,10.1016/j.cpc.2010.07.044,,nlin.CD cond-mat.stat-mech,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Wed, 10 Mar 2010 02:57:35 GMT'}, {'version': 'v2', 'created': 'Thu, 11 Mar 2010 10:40:41 GMT'}, {'version': 'v3', 'created': 'Tue, 5 Oct 2010 10:58:53 GMT'}]",2010-10-06,"[['Kitajima', 'Akimasa', ''], ['Iba', 'Yukito', '']]",,,,,,,,,Condensed Matter Physics,"Akimasa Kitajima, Yukito Iba",Multicanonical sampling of rare trajectories in chaotic dynamical systems,Unknown,Unknown,"Akimasa Kitajima (unknown), Yukito Iba (unknown)",2011,Computer Physics Communications,182,1,251-253
30198,802.2351,Jens Koch,"Jens Koch, Karyn Le Hur","Discontinuous current-phase relations in small 1D Josephson junction
  arrays","4 pages, 4 figures","Phys. Rev. Lett. 101, 097007 (2008)",10.1103/PhysRevLett.101.097007,,cond-mat.mes-hall cond-mat.supr-con,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Sat, 16 Feb 2008 21:31:34 GMT'}]",2008-08-28,"[['Koch', 'Jens', ''], ['Hur', 'Karyn Le', '']]",,,,,,,,,Condensed Matter Physics,"Jens Koch, Karyn Le Hur",Discontinuous Current-Phase Relations in Small One-Dimensional Josephson Junction Arrays,Unknown,Unknown,"Jens Koch (unknown), Karyn Le Hur (unknown)",2008,Physical Review Letters,101,9,
6468,706.1507,Morten Bache,"M. Bache, J. Moses, F. W. Wise","Scaling laws for soliton pulse compression by cascaded quadratic
  nonlinearities","11 pages, 8 figures, resubmitted version, to appear in October issue
  of J. Opt. Soc. Am. B. Substantially revised, updated model","Journal of the Optical Society of America B 24, 2752-2762 (2007)",10.1364/JOSAB.24.002752,,physics.optics,,"[{'version': 'v1', 'created': 'Mon, 11 Jun 2007 16:13:17 GMT'}, {'version': 'v2', 'created': 'Mon, 20 Aug 2007 07:53:19 GMT'}]",2009-11-13,"[['Bache', 'M.', ''], ['Moses', 'J.', ''], ['Wise', 'F. W.', '']]",,,,,,,,,Mathematics and Computer Science,"M. Bache, J. Moses, F. W. Wise",Scaling laws for soliton pulse compression by cascaded quadratic nonlinearities,Unknown,Unknown,"M. Bache (unknown), J. Moses (unknown), F. W. Wise (unknown)",2007,Journal of the Optical Society of America B,24,10,2752
141197,1012.3494,Terry Loring A,"Terry A. Loring, Adam P. W. S{\o}rensen",Almost commuting self-adjoint matrices --- the real and self-dual cases,Expanded references. 33 pages,"Reviews in Mathematical Physics, 28(07):1650017, 2016",10.1142/S0129055X16500173,CPH-SYM-00,math.OA,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Thu, 16 Dec 2010 00:26:54 GMT'}, {'version': 'v2', 'created': 'Mon, 20 Dec 2010 09:06:24 GMT'}, {'version': 'v3', 'created': 'Fri, 12 Jul 2013 15:01:05 GMT'}]",2016-09-06,"[['Loring', 'Terry A.', ''], ['Sørensen', 'Adam P. W.', '']]",,,,,,,,,Mathematics and Computer Science,"Terry A. Loring, Adam P. W. Sørensen",Almost commuting self-adjoint matrices: The real and self-dual cases,Unknown,Unknown,"Terry A. Loring (unknown), Adam P. W. Sørensen (unknown)",2016,Reviews in Mathematical Physics,28,07,1650017
49721,809.0391,Masudul Haque,"Alexey Mikaberidze, Masudul Haque",Survival benefits in mimicry: a quantitative framework,"9 pages, 7 figures","Journal of Theoretical Biology, Vol. 259, pages 462-468 (2009)",10.1016/j.jtbi.2009.02.024,,q-bio.PE q-bio.QM,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Tue, 2 Sep 2008 10:19:34 GMT'}]",2011-08-09,"[['Mikaberidze', 'Alexey', ''], ['Haque', 'Masudul', '']]",,,,,,,,,Quantitative Biology,"Alexey Mikaberidze, Masudul Haque",Survival benefits in mimicry: A quantitative framework,Unknown,Unknown,"Alexey Mikaberidze (unknown), Masudul Haque (unknown)",2009,Journal of Theoretical Biology,259,3,462-468
89185,909.3266,Adam Kaminski,"A. D. Palczewski, T. Kondo, J. S. Wen, G. Z. J. Xu, G. Gu, A. Kaminski","Controlling the carrier concentration of the high temperature
  superconductor Bi2Sr2CaCu2O{8+x} in Angle Resolved Photoemission Spectroscopy
  (ARPES) experiments",,"PRB, 81, 104521 (2010)",10.1103/PhysRevB.81.104521,,cond-mat.supr-con cond-mat.str-el,http://creativecommons.org/licenses/publicdomain/,"[{'version': 'v1', 'created': 'Thu, 17 Sep 2009 16:43:33 GMT'}]",2017-03-21,"[['Palczewski', 'A. D.', ''], ['Kondo', 'T.', ''], ['Wen', 'J. S.', ''], ['Xu', 'G. Z. J.', ''], ['Gu', 'G.', ''], ['Kaminski', 'A.', '']]",,,,,,,,,Condensed Matter Physics,"A. D. Palczewski, Takeshi Kondo, J. S. Wen, G. Z. J. Xu, G. Gu, A. Kaminski","Controlling the carrier concentration of the high-temperature superconductor<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msub><mml:mrow><mml:mtext>Bi</mml:mtext></mml:mrow><mml:mn>2</mml:mn></mml:msub><mml:msub><mml:mrow><mml:mtext>Sr</mml:mtext></mml:mrow><mml:mn>2</mml:mn></mml:msub><mml:msub><mml:mrow><mml:mtext>CaCu</mml:mtext></mml:mrow><mml:mn>2</mml:mn></mml:msub><mml:msub><mml:mtext>O</mml:mtext><mml:mrow><mml:mn>8</mml:mn><mml:mo>+</mml:mo><mml:mi>δ</mml:mi></mml:mrow></mml:msub></mml:mrow></mml:math>in angle-resolved photoemission spectroscopy experiments",Unknown,Unknown,"A. D. Palczewski (unknown), Takeshi Kondo (unknown), J. S. Wen (unknown), G. Z. J. Xu (unknown), G. Gu (unknown), A. Kaminski (unknown)",2010,Physical Review B,81,10,
38277,805.149,William Hoover,"Wm. G. Hoover, Carol G. Hoover, Janka Petravic","2D and 3D Dense-Fluid Shear Flows via Nonequilibrium Molecular Dynamics.
  Comparison of Time-and-Space-Averaged Tensor Temperature and Normal Stresses
  from Doll's, Sllod, and Boundary-Driven Shear Algorithms","34 pages with 12 figures, under consideration by Physical Review E",,10.1103/PhysRevE.78.046701,,nlin.CD,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Sat, 10 May 2008 19:32:44 GMT'}, {'version': 'v2', 'created': 'Sat, 19 Jul 2008 22:24:15 GMT'}]",2013-05-29,"[['Hoover', 'Wm. G.', ''], ['Hoover', 'Carol G.', ''], ['Petravic', 'Janka', '']]",,,,,,,,,Nonlinear Sciences,"Wm. G. Hoover, Carol G. Hoover, Janka Petravic",Simulation of two- and three-dimensional dense-fluid shear flows via nonequilibrium molecular dynamics: Comparison of time-and-space-averaged stresses from homogeneous Doll’s and Sllod shear algorithms with those from boundary-driven shear,Unknown,Unknown,"Wm. G. Hoover (unknown), Carol G. Hoover (unknown), Janka Petravic (unknown)",2008,Physical Review E,78,4,
32055,803.0879,Marc Hoffmann,"Marc Hoffmann, Nathalie Krell",Statistical analysis of self-similar conservative fragmentation chains,"Published in at http://dx.doi.org/10.3150/10-BEJ274 the Bernoulli
  (http://isi.cbs.nl/bernoulli/) by the International Statistical
  Institute/Bernoulli Society (http://isi.cbs.nl/BS/bshome.htm)","Bernoulli 2011, Vol. 17, No. 1, 395-423",10.3150/10-BEJ274,IMS-BEJ-BEJ274,math.ST math.PR stat.TH,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Thu, 6 Mar 2008 14:43:42 GMT'}, {'version': 'v2', 'created': 'Tue, 15 Feb 2011 13:35:03 GMT'}]",2011-02-16,"[['Hoffmann', 'Marc', ''], ['Krell', 'Nathalie', '']]",,,,,,,,,Mathematics and Computer Science,"Marc Hoffmann, Nathalie Krell",Statistical analysis of self-similar conservative fragmentation chains,Unknown,Unknown,"Marc Hoffmann (unknown), Nathalie Krell (unknown)",2011,Bernoulli,17,1,
120347,1006.4992,Jonathan Heiner,"J.S. Heiner, R.J. Allen, P.C. van der Kruit",A new method for obtaining the star formation law in galaxies,Accepted for publication in ApJ,,10.1088/0004-637X/719/2/1244,,astro-ph.GA,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 25 Jun 2010 13:28:21 GMT'}]",2015-05-19,"[['Heiner', 'J. S.', ''], ['Allen', 'R. J.', ''], ['van der Kruit', 'P. C.', '']]",,,,,,,,,Astronomy and Astrophysics,"Jonathan S. Heiner, Ronald J. Allen, Pieter C. van der Kruit",A NEW METHOD FOR OBTAINING THE STAR FORMATION LAW IN GALAXIES,Unknown,Unknown,"Jonathan S. Heiner (unknown), Ronald J. Allen (unknown), Pieter C. van der Kruit (unknown)",2010,The Astrophysical Journal,719,2,1244-1249
30863,802.3466,Fiona Burnell,"R. Shankar, F. J. Burnell, and S. L. Sondhi","Flux Hamiltonians, Lie Algebras and Root Lattices With Minuscule
  Decorations",,"Ann. Phys., vol. 324, Issue 2 (2009), 267-95",10.1016/j.aop.2008.06.005,,cond-mat.str-el,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Sat, 23 Feb 2008 21:41:36 GMT'}]",2010-06-22,"[['Shankar', 'R.', ''], ['Burnell', 'F. J.', ''], ['Sondhi', 'S. L.', '']]",,,,,,,,,Condensed Matter Physics,"R. Shankar, F.J. Burnell, S.L. Sondhi","Flux Hamiltonians, Lie algebras, and root lattices with minuscule decorations",Unknown,Unknown,"R. Shankar (unknown), F.J. Burnell (unknown), S.L. Sondhi (unknown)",2009,Annals of Physics,324,2,267-295
104224,1002.065,Daniel Price,"Daniel J. Price (Monash), Matthew R. Bate (Exeter)",Magnetic fields and radiative feedback in the star formation process,"14 pages aip conf. format, 5 figures, submitted to AIP conf proc. of
  ""Plasmas in the Laboratory and in the Universe: Interactions, Patterns and
  Turbulence"", Como, Italy 1st-4th Dec 2009, eds. Bertin et al. Relevant movies
  at http://users.monash.edu.au/~dprice/mclusterRT/index.html#movies",,10.1063/1.3460126,,astro-ph.GA astro-ph.SR,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Wed, 3 Feb 2010 05:55:54 GMT'}, {'version': 'v2', 'created': 'Fri, 5 Feb 2010 00:07:39 GMT'}]",2015-05-18,"[['Price', 'Daniel J.', '', 'Monash'], ['Bate', 'Matthew R.', '', 'Exeter']]",,,,,,,,,Astronomy and Astrophysics,"Daniel J. Price, Matthew R. Bate, Giuseppe Bertin, Franca De Luca, Giuseppe Lodato, Roberto Pozzoli, Massimiliano Romé",Magnetic fields and radiative feedback in the star formation process,Unknown,Unknown,"Daniel J. Price (unknown), Matthew R. Bate (unknown), Giuseppe Bertin (unknown), Franca De Luca (unknown), Giuseppe Lodato (unknown), Roberto Pozzoli (unknown), Massimiliano Romé (unknown)",2010,AIP Conference Proceedings,,,
21110,711.166,Duccio Fanelli,"Andrea Antoniazzi, Duccio Fanelli, Stefano Ruffo",The Hamiltonian Mean Field model: anomalous or normal diffusion?,"Contributed paper for the international Conference on Complexity,
  Metastability, and Nonextensivity - CTNEXT 07. To appear in the AIP
  Conference Proceedings 965",,10.1063/1.2828723,,cond-mat.stat-mech,,"[{'version': 'v1', 'created': 'Sun, 11 Nov 2007 16:49:21 GMT'}]",2009-11-13,"[['Antoniazzi', 'Andrea', ''], ['Fanelli', 'Duccio', ''], ['Ruffo', 'Stefano', '']]",,,,,,,,,Condensed Matter Physics,"Andrea Antoniazzi, Duccio Fanelli, Stefano Ruffo, Sumiyoshi Abe, Hans Herrmann, Piero Quarati, Andrea Rapisarda, Constantino Tsallis",The Hamiltonian Mean Field model: anomalous or normal diffusion?,Unknown,Unknown,"Andrea Antoniazzi (unknown), Duccio Fanelli (unknown), Stefano Ruffo (unknown), Sumiyoshi Abe (unknown), Hans Herrmann (unknown), Piero Quarati (unknown), Andrea Rapisarda (unknown), Constantino Tsallis (unknown)",2007,AIP Conference Proceedings,,,
142202,1012.5129,Farhan Feroz,"F. Feroz (Cambridge), S. T. Balan (Cambridge), M. P. Hobson
  (Cambridge)","Detecting extrasolar planets from stellar radial velocities using
  Bayesian evidence","12 pages, 6 figures, 12 tables. Added results obtained by applying
  the method to 47 Ursae Majoris and HD 10180. Accepted for publication in
  MNRAS","Mon. Not. Roy. Astron. Soc., 415, 4, 3462-3472 (2011)",10.1111/j.1365-2966.2011.18962.x,,astro-ph.EP,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Thu, 23 Dec 2010 01:41:20 GMT'}, {'version': 'v2', 'created': 'Wed, 4 May 2011 13:01:58 GMT'}]",2011-08-25,"[['Feroz', 'F.', '', 'Cambridge'], ['Balan', 'S. T.', '', 'Cambridge'], ['Hobson', 'M. P.', '', 'Cambridge']]",,,,,,,,,Astronomy and Astrophysics,"F. Feroz, S. T. Balan, M. P. Hobson",Detecting extrasolar planets from stellar radial velocities using Bayesian evidence,Unknown,Unknown,"F. Feroz (unknown), S. T. Balan (unknown), M. P. Hobson (unknown)",2011,Monthly Notices of the Royal Astronomical Society,415,4,3462-3472
54523,810.3111,Alexey Soroka,"V.I. Shnyrkov, D. Born, A.A. Soroka, W. Krech","Coherent Rabi response of a charge-phase qubit under microwave
  irradiation","11 pages, 9 figures",Phys. Rev. B 79 (2009) 184522,10.1103/PhysRevB.79.184522,,cond-mat.supr-con cond-mat.mes-hall,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 17 Oct 2008 17:44:52 GMT'}]",2015-05-13,"[['Shnyrkov', 'V. I.', ''], ['Born', 'D.', ''], ['Soroka', 'A. A.', ''], ['Krech', 'W.', '']]",,,,,,,,,Condensed Matter Physics,"V. I. Shnyrkov, D. Born, A. A. Soroka, W. Krech",Coherent Rabi response of a charge-phase qubit under microwave irradiation,Unknown,Unknown,"V. I. Shnyrkov (unknown), D. Born (unknown), A. A. Soroka (unknown), W. Krech (unknown)",2009,Physical Review B,79,18,
9313,707.1698,Laura Parker,"Laura C. Parker (1,2), Henk Hoekstra (3), Michael J. Hudson (2),
  Ludovic Van Waerbeke (4), Yannick Mellier (5) ((1) ESO, Garching (2)
  University of Waterloo (3) University of Victoria (4) University of British
  Columbia (5) Institut d'Astrophysique de Paris)","The Masses and Shapes of Dark Matter Halos from Galaxy-Galaxy Lensing in
  the CFHTLS","12 pages, 11 figures, accepted to ApJ, uses emulateapj",,10.1086/521541,,astro-ph,,"[{'version': 'v1', 'created': 'Wed, 11 Jul 2007 20:04:46 GMT'}]",2009-11-13,"[['Parker', 'Laura C.', ''], ['Hoekstra', 'Henk', ''], ['Hudson', 'Michael J.', ''], ['Van Waerbeke', 'Ludovic', ''], ['Mellier', 'Yannick', '']]",,,,,,,,,Astronomy and Astrophysics,"Laura C. Parker, Henk Hoekstra, Michael J. Hudson, Ludovic van Waerbeke, Yannick Mellier",The Masses and Shapes of Dark Matter Halos from Galaxy‐Galaxy Lensing in the CFHT Legacy Survey,Unknown,Unknown,"Laura C. Parker (unknown), Henk Hoekstra (unknown), Michael J. Hudson (unknown), Ludovic van Waerbeke (unknown), Yannick Mellier (unknown)",2007,The Astrophysical Journal,669,1,21-31
17570,710.1395,Gervasi Herranz,"M. Basletic, J.-L. Maurice, C. Carretero, G. Herranz, O. Copie, M.
  Bibes, E. Jacquet, K. Bouzehouane, S. Fusil, A. Barthelemy","Mapping the Spatial Distribution of Charge Carriers in LaAlO3/SrTiO3
  Heterostructures",This updated version contains new experimental data,,10.1038/nmat2223,,cond-mat.mtrl-sci cond-mat.str-el,,"[{'version': 'v1', 'created': 'Sun, 7 Oct 2007 03:40:25 GMT'}, {'version': 'v2', 'created': 'Mon, 31 Mar 2008 07:55:49 GMT'}]",2015-05-13,"[['Basletic', 'M.', ''], ['Maurice', 'J. -L.', ''], ['Carretero', 'C.', ''], ['Herranz', 'G.', ''], ['Copie', 'O.', ''], ['Bibes', 'M.', ''], ['Jacquet', 'E.', ''], ['Bouzehouane', 'K.', ''], ['Fusil', 'S.', ''], ['Barthelemy', 'A.', '']]",,,,,,,,,Condensed Matter Physics,"M. Basletic, J.-L. Maurice, C. Carrétéro, G. Herranz, O. Copie, M. Bibes, É. Jacquet, K. Bouzehouane, S. Fusil, A. Barthélémy",Mapping the spatial distribution of charge carriers in LaAlO3/SrTiO3 heterostructures,Unknown,Unknown,"M. Basletic (unknown), J.-L. Maurice (unknown), C. Carrétéro (unknown), G. Herranz (unknown), O. Copie (unknown), M. Bibes (unknown), É. Jacquet (unknown), K. Bouzehouane (unknown), S. Fusil (unknown), A. Barthélémy (unknown)",2008,Nature Materials,7,8,621-625
9198,707.1535,Alexander Lenz,Alexander Lenz,Unparticle physics effects in B_s mixing,"12 pages, 4 figures, typos corrected, references added","Phys.Rev.D76:065006,2007",10.1103/PhysRevD.76.065006,,hep-ph hep-ex,,"[{'version': 'v1', 'created': 'Tue, 10 Jul 2007 22:17:46 GMT'}, {'version': 'v2', 'created': 'Tue, 17 Jul 2007 10:26:44 GMT'}]",2008-11-26,"[['Lenz', 'Alexander', '']]",,,,,,,,,High Energy Physics,Alexander Lenz,"Unparticle physics effects in<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:msub><mml:mi>B</mml:mi><mml:mi>s</mml:mi></mml:msub></mml:math>-<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:msub><mml:mover accent=""true""><mml:mi>B</mml:mi><mml:mo>¯</mml:mo></mml:mover><mml:mi>s</mml:mi></mml:msub></mml:math>mixing",Unknown,Unknown,Alexander Lenz (unknown),2007,Physical Review D,76,6,
80972,907.0191,David Schwandt,"David Schwandt, Fabien Alet, Sylvain Capponi","Quantum Monte Carlo simulations of fidelity at magnetic quantum phase
  transitions","4 pages, 3 figures; v2: added scaling theory; v3: published version","Phys. Rev. Lett 103, 170501 (2009)",10.1103/PhysRevLett.103.170501,,cond-mat.str-el quant-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Wed, 1 Jul 2009 16:20:29 GMT'}, {'version': 'v2', 'created': 'Wed, 7 Oct 2009 09:04:54 GMT'}, {'version': 'v3', 'created': 'Wed, 21 Oct 2009 14:09:16 GMT'}]",2009-10-21,"[['Schwandt', 'David', ''], ['Alet', 'Fabien', ''], ['Capponi', 'Sylvain', '']]",,,,,,,,,Quantum Physics,"David Schwandt, Fabien Alet, Sylvain Capponi",Quantum Monte Carlo Simulations of Fidelity at Magnetic Quantum Phase Transitions,Unknown,Unknown,"David Schwandt (unknown), Fabien Alet (unknown), Sylvain Capponi (unknown)",2009,Physical Review Letters,103,17,
66246,902.189,Dimitri N. Argyriou,"N. Aliouane, K. Schmalzl, D. Senff, A. Maljuk, K. Prokes, M. Braden,
  and D.N. Argyriou","Magnetic field induced flop of cycloidal spin order in multiferroic
  TbMnO3: The magnetic structure of the P||a phase","5 pages, 3 figures","Phys. Rev. Lett. 102, 207205 (2009)",10.1103/PhysRevLett.102.207205,,cond-mat.str-el,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Wed, 11 Feb 2009 13:45:55 GMT'}]",2010-07-20,"[['Aliouane', 'N.', ''], ['Schmalzl', 'K.', ''], ['Senff', 'D.', ''], ['Maljuk', 'A.', ''], ['Prokes', 'K.', ''], ['Braden', 'M.', ''], ['Argyriou', 'D. N.', '']]",,,,,,,,,Condensed Matter Physics,"N. Aliouane, K. Schmalzl, D. Senff, A. Maljuk, K. Prokeš, M. Braden, D. N. Argyriou","Flop of Electric Polarization Driven by the Flop of the Mn Spin Cycloid in Multiferroic<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:msub><mml:mi>TbMnO</mml:mi><mml:mn>3</mml:mn></mml:msub></mml:math>",Unknown,Unknown,"N. Aliouane (unknown), K. Schmalzl (unknown), D. Senff (unknown), A. Maljuk (unknown), K. Prokeš (unknown), M. Braden (unknown), D. N. Argyriou (unknown)",2009,Physical Review Letters,102,20,
71870,904.0736,Itziar de Gregorio-Monsalvo,"I. de Gregorio-Monsalvo, J. F. Gomez, G. Anglada, J. M. Torrelles, T.
  B. H. Kuiper, O. Suarez, N. A. Patel",Radio continuum emission and water masers towards CB 54,"17 pages, 3 figures. Accepted for publication in AJ",,10.1088/0004-6256/137/6/5080,,astro-ph.GA,http://creativecommons.org/licenses/by-nc-sa/3.0/,"[{'version': 'v1', 'created': 'Mon, 6 Apr 2009 15:59:18 GMT'}]",2015-05-13,"[['de Gregorio-Monsalvo', 'I.', ''], ['Gomez', 'J. F.', ''], ['Anglada', 'G.', ''], ['Torrelles', 'J. M.', ''], ['Kuiper', 'T. B. H.', ''], ['Suarez', 'O.', ''], ['Patel', 'N. A.', '']]",,,,,,,,,Astronomy and Astrophysics,"Itziar de Gregorio-Monsalvo, José F. Gómez, Guillem Anglada, José M. Torrelles, Thomas B. H. Kuiper, Olga Suárez, Nimesh A. Patel",RADIO CONTINUUM EMISSION AND WATER MASERS TOWARD CB 54,Unknown,Unknown,"Itziar de Gregorio-Monsalvo (unknown), José F. Gómez (unknown), Guillem Anglada (unknown), José M. Torrelles (unknown), Thomas B. H. Kuiper (unknown), Olga Suárez (unknown), Nimesh A. Patel (unknown)",2009,The Astronomical Journal,137,6,5080-5085
56746,811.1148,Sam T. Carr,Sam T. Carr,Strong correlation effects in single-wall carbon nanotubes,,"International Journal of Modern Physics B 22, 5235 (2008)",10.1142/S0217979208049455,,cond-mat.str-el,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 7 Nov 2008 14:25:54 GMT'}]",2009-11-13,"[['Carr', 'Sam T.', '']]",,,,,,,,,Condensed Matter Physics,SAM T. CARR,STRONG CORRELATION EFFECTS IN SINGLE-WALL CARBON NANOTUBES,Unknown,Unknown,SAM T. CARR (unknown),2008,International Journal of Modern Physics B,22,30,5235-5260
116368,1005.4132,Nail Khusnutdinov,"Nail R. Khusnutdinov, Arkadii A. Popov, Lilia N. Lipatova",Self-force of a point charge in the space-time of a massive wormhole,"10 pages, 1 figure text corrected","Class.Quant.Grav.27:215012,2010",10.1088/0264-9381/27/21/215012,,gr-qc hep-th,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Sat, 22 May 2010 15:18:58 GMT'}, {'version': 'v2', 'created': 'Thu, 26 Aug 2010 06:12:24 GMT'}]",2014-11-21,"[['Khusnutdinov', 'Nail R.', ''], ['Popov', 'Arkadii A.', ''], ['Lipatova', 'Lilia N.', '']]",,,,,,,,,High Energy Physics,"Nail R Khusnutdinov, Arkady A Popov, Lilia N Lipatova",Self-force of a point charge in the spacetime of a massive wormhole,Unknown,Unknown,"Nail R Khusnutdinov (unknown), Arkady A Popov (unknown), Lilia N Lipatova (unknown)",2010,Classical and Quantum Gravity,27,21,215012
